datetime,time_clean,temp_C,humidity_pct,solar_Wm2,wind_kmh,pressure_kPa,Rn_MJ_period,G_MJ_period,ETo_mm_period,Kc,ETc_mm_period,ETo_mm_h,ETc_mm_h
2026-06-11 03:40:00,03:40,13.0,61.1,0.0,8.7,91.0,-0.014115,-0.007057,0.008026,1.050007,0.008427,0.048155,0.050563
2026-06-11 03:50:00,03:50,12.6,62.7,0.0,6.2,91.0,-0.014038,-0.007019,0.005238,1.014212,0.005312,0.031428,0.031875
2026-06-11 04:00:00,04:00,12.7,62.3,0.0,6.8,91.0,-0.014057,-0.007028,0.00591,1.02287,0.006045,0.035458,0.036269
2026-06-11 04:10:00,04:10,12.2,63.6,0.0,4.4,91.0,-0.014014,-0.007007,0.003254,0.989495,0.00322,0.019525,0.01932
2026-06-11 04:20:00,04:20,13.2,59.0,0.0,6.9,91.0,-0.014255,-0.007127,0.006751,1.037858,0.007006,0.040505,0.042038
2026-06-11 04:30:00,04:30,13.0,59.5,0.0,8.8,91.0,-0.014236,-0.007118,0.008499,1.057874,0.008991,0.050995,0.053946
2026-06-11 04:40:00,04:40,12.2,63.5,0.0,3.3,91.0,-0.014021,-0.00701,0.002115,0.977113,0.002067,0.012691,0.012401
2026-06-11 04:50:00,04:50,12.2,62.8,0.0,9.2,91.0,-0.014071,-0.007035,0.007835,1.048704,0.008216,0.047008,0.049297
2026-06-11 05:00:00,05:00,11.5,67.6,0.0,1.7,91.0,-0.01381,-0.006905,0.000121,0.941318,0.000114,0.000724,0.000682
2026-06-11 05:10:00,05:10,11.5,67.8,0.0,4.5,91.1,-0.013797,-0.006899,0.002751,0.973063,0.002677,0.016505,0.01606
2026-06-11 05:20:00,05:20,11.2,69.0,0.0,1.3,91.1,-0.01375,-0.006875,0.0,0.930798,0.0,0.0,0.0
2026-06-11 05:30:00,05:30,11.0,70.1,0.0,2.3,91.1,-0.0137,-0.00685,0.000546,0.937827,0.000512,0.003273,0.00307
2026-06-11 05:40:00,05:40,10.5,72.3,3.0,3.1,91.1,-0.000829,-0.000415,0.002436,0.93792,0.002285,0.014615,0.013707
2026-06-11 05:50:00,05:50,11.4,68.0,4.0,0.8,91.1,-0.000379,-0.00019,0.000777,0.929169,0.000722,0.004659,0.004329
2026-06-11 06:00:00,06:00,11.4,66.4,23.0,2.7,91.1,0.008723,0.000872,0.004552,0.957982,0.004361,0.027314,0.026167
2026-06-11 06:10:00,06:10,10.9,69.6,49.0,1.8,91.1,0.02123,0.002123,0.006061,0.934103,0.005661,0.036364,0.033968
2026-06-11 06:20:00,06:20,11.8,68.6,82.0,4.3,91.2,0.031561,0.003156,0.010273,0.967385,0.009938,0.061641,0.05963
2026-06-11 06:30:00,06:30,12.5,67.4,105.0,1.7,91.2,0.040109,0.004011,0.010413,0.942156,0.00981,0.062476,0.058862
2026-06-11 06:40:00,06:40,12.7,65.5,102.0,3.1,91.2,0.042449,0.004245,0.012225,0.966407,0.011815,0.073352,0.070888
2026-06-11 06:50:00,06:50,12.8,66.0,87.0,1.7,91.2,0.039464,0.003946,0.010428,0.948021,0.009886,0.062567,0.059315
2026-06-11 07:00:00,07:00,12.2,68.2,117.0,1.2,91.2,0.051393,0.005139,0.012343,0.932986,0.011516,0.074058,0.069095
2026-06-11 07:10:00,07:10,13.0,67.9,196.0,0.7,91.3,0.078438,0.007844,0.01823,0.928424,0.016925,0.109381,0.101552
2026-06-11 07:20:00,07:20,13.9,64.5,232.0,5.6,91.3,0.092723,0.009272,0.024963,0.999689,0.024955,0.149777,0.14973
2026-06-11 07:30:00,07:30,15.0,60.1,251.0,2.4,91.3,0.101467,0.010147,0.025971,0.980884,0.025475,0.155826,0.152847
2026-06-11 07:40:00,07:40,15.3,59.0,283.0,7.4,91.3,0.114932,0.011493,0.032692,1.043677,0.03412,0.196155,0.204722
2026-06-11 07:50:00,07:50,16.0,56.8,131.0,3.2,91.3,0.060527,0.006053,0.018363,1.004018,0.018437,0.11018,0.110622
2026-06-11 08:00:00,08:00,16.9,56.0,382.0,0.8,91.3,0.155169,0.015517,0.038705,0.979441,0.037909,0.23223,0.227455
2026-06-11 08:10:00,08:10,17.4,54.1,158.0,1.8,91.3,0.073476,0.007348,0.020539,0.999037,0.02052,0.123236,0.123117
2026-06-11 08:20:00,08:20,16.5,57.1,127.0,4.9,91.3,0.058622,0.005862,0.019941,1.022544,0.02039,0.119645,0.122343
2026-06-11 08:30:00,08:30,16.2,56.9,171.0,1.8,91.3,0.079733,0.007973,0.021313,0.987307,0.021042,0.127878,0.126255
2026-06-11 08:40:00,08:40,17.6,55.3,459.0,1.8,91.4,0.192842,0.019284,0.049072,0.99401,0.048778,0.294432,0.292668
2026-06-11 08:50:00,08:50,18.1,52.6,262.0,11.7,91.4,0.118009,0.011801,0.040942,1.120528,0.045877,0.245654,0.275262
2026-06-11 09:00:00,09:00,18.4,53.5,535.0,8.0,91.4,0.225838,0.022584,0.061161,1.0737,0.065669,0.366968,0.394014
2026-06-11 09:10:00,09:10,19.0,50.8,493.0,3.7,91.4,0.210578,0.021058,0.0565,1.034972,0.058476,0.339001,0.350857
2026-06-11 09:20:00,09:20,19.5,49.3,524.0,5.3,91.4,0.224081,0.022408,0.061665,1.059876,0.065358,0.369993,0.392146
2026-06-11 09:30:00,09:30,20.1,48.7,327.0,11.1,91.5,0.147002,0.0147,0.050188,1.129884,0.056706,0.301127,0.340239
2026-06-11 09:40:00,09:40,19.8,51.0,560.0,8.4,91.5,0.241512,0.024151,0.067538,1.088828,0.073537,0.405226,0.441222
2026-06-11 09:50:00,09:50,20.5,49.1,445.0,8.1,91.5,0.196089,0.019609,0.058732,1.093297,0.064211,0.35239,0.385267
2026-06-11 10:00:00,10:00,21.6,42.7,557.0,9.0,91.5,0.241181,0.024118,0.073211,1.130582,0.082771,0.439265,0.496625
2026-06-11 10:10:00,10:10,21.4,39.5,349.0,12.3,91.4,0.157925,0.015793,0.059074,1.18239,0.069848,0.354443,0.419089
2026-06-11 10:20:00,10:20,21.8,38.0,445.0,15.0,91.4,0.196989,0.019699,0.071555,1.220094,0.087304,0.42933,0.523824
2026-06-11 10:30:00,10:30,21.9,38.1,347.0,21.5,91.5,0.158112,0.015811,0.070243,1.295316,0.090987,0.421458,0.545921
2026-06-11 10:40:00,10:40,21.6,38.5,282.0,19.3,91.4,0.132248,0.013225,0.062268,1.268038,0.078959,0.37361,0.473752
2026-06-11 10:50:00,10:50,20.9,40.9,166.0,17.6,91.4,0.077144,0.007714,0.047198,1.238201,0.058441,0.283189,0.350645
2026-06-11 11:00:00,11:00,19.7,48.1,192.0,8.0,91.4,0.089744,0.008974,0.034298,1.096323,0.037602,0.205788,0.22561
2026-06-11 11:10:00,11:10,20.2,45.3,232.0,15.3,91.5,0.108901,0.01089,0.047877,1.193003,0.057118,0.287265,0.342708
2026-06-11 11:20:00,11:20,20.6,41.4,296.0,21.5,91.4,0.1391,0.01391,0.062108,1.281491,0.079591,0.372647,0.477543
2026-06-11 11:30:00,11:30,21.3,40.4,377.0,17.7,91.5,0.17253,0.017253,0.067019,1.24146,0.083201,0.402113,0.499208
2026-06-11 11:40:00,11:40,21.1,41.0,310.0,25.2,91.5,0.145202,0.01452,0.067475,1.326224,0.089487,0.404849,0.53692
2026-06-11 11:50:00,11:50,21.0,42.4,164.0,13.6,91.5,0.076219,0.007622,0.041588,1.185369,0.049297,0.249525,0.295779
2026-06-11 12:00:00,12:00,19.5,46.4,176.0,18.5,91.4,0.082027,0.008203,0.044246,1.225633,0.05423,0.265477,0.325378
2026-06-11 12:10:00,12:10,19.4,48.7,176.0,16.5,91.4,0.082068,0.008207,0.041113,1.192724,0.049037,0.246678,0.294219
2026-06-11 12:20:00,12:20,19.3,46.4,142.0,8.1,91.4,0.065703,0.00657,0.029285,1.104608,0.032349,0.175712,0.194093
2026-06-11 12:30:00,12:30,20.2,42.3,354.0,13.6,91.4,0.163699,0.01637,0.058689,1.185788,0.069592,0.352131,0.417553
2026-06-11 12:40:00,12:40,22.1,37.0,901.0,17.6,91.5,0.38791,0.038791,0.113816,1.25454,0.142786,0.682894,0.856718
2026-06-11 12:50:00,12:50,23.3,32.5,724.0,16.7,91.5,0.313978,0.031398,0.103717,1.262918,0.130986,0.622302,0.785917
2026-06-11 13:00:00,13:00,23.5,30.9,684.0,7.5,91.4,0.296994,0.029699,0.091456,1.162561,0.106323,0.548736,0.637939
2026-06-11 13:10:00,13:10,23.5,29.6,655.0,9.8,91.4,0.284539,0.028454,0.091798,1.194772,0.109677,0.550787,0.658065
2026-06-11 13:20:00,13:20,23.5,28.7,464.0,23.4,91.4,0.206829,0.020683,0.091509,1.356806,0.12416,0.549056,0.744963
2026-06-11 13:30:00,13:30,23.7,28.5,422.0,19.3,91.4,0.189584,0.018958,0.08391,1.309932,0.109917,0.503462,0.659501
2026-06-11 13:40:00,13:40,22.8,30.2,255.0,8.5,91.3,0.119633,0.011963,0.050037,1.17713,0.0589,0.300224,0.353402
2026-06-11 13:50:00,13:50,23.9,28.6,711.0,4.4,91.4,0.304826,0.030483,0.090389,1.136121,0.102693,0.542333,0.616156
2026-06-11 14:00:00,14:00,24.4,28.5,594.0,12.0,91.4,0.257296,0.02573,0.090507,1.224982,0.11087,0.543044,0.665219
2026-06-11 14:10:00,14:10,24.5,28.2,531.0,15.3,91.4,0.231374,0.023137,0.08947,1.26464,0.113147,0.53682,0.678885
2026-06-11 14:20:00,14:20,24.2,28.2,506.0,6.4,91.4,0.220677,0.022068,0.072937,1.161071,0.084685,0.437619,0.508107
2026-06-11 14:30:00,14:30,24.8,27.6,486.0,14.5,91.4,0.211905,0.021191,0.084932,1.257844,0.106832,0.509593,0.640989
2026-06-11 14:40:00,14:40,24.7,26.5,462.0,8.4,91.4,0.201355,0.020136,0.072885,1.191467,0.08684,0.437308,0.521038
2026-06-11 14:50:00,14:50,25.0,23.7,438.0,18.5,91.3,0.190474,0.019047,0.08879,1.320731,0.117267,0.532737,0.703603
2026-06-11 15:00:00,15:00,24.9,24.9,415.0,11.4,91.4,0.180875,0.018088,0.074262,1.233081,0.091571,0.445574,0.549428
2026-06-11 15:10:00,15:10,25.2,24.4,388.0,2.0,91.4,0.169399,0.01694,0.052213,1.125788,0.058781,0.31328,0.352687
2026-06-11 15:20:00,15:20,24.8,27.2,361.0,2.2,91.4,0.158501,0.01585,0.049217,1.116385,0.054945,0.295301,0.32967
2026-06-11 15:30:00,15:30,25.1,26.2,341.0,11.4,91.4,0.149673,0.014967,0.066687,1.227635,0.081867,0.400122,0.491204
2026-06-11 15:40:00,15:40,25.3,23.8,309.0,1.6,91.3,0.136156,0.013616,0.042313,1.123646,0.047545,0.25388,0.285271
2026-06-11 15:50:00,15:50,25.3,25.0,283.0,1.3,91.4,0.125507,0.012551,0.038532,1.115128,0.042969,0.231195,0.257812
2026-06-11 16:00:00,16:00,25.0,23.7,253.0,6.9,91.3,0.113167,0.011317,0.049247,1.185742,0.058394,0.295481,0.350364
2026-06-11 16:10:00,16:10,24.7,22.0,223.0,23.5,91.3,0.101016,0.010102,0.078462,1.386038,0.108751,0.470773,0.652509
2026-06-11 16:20:00,16:20,24.5,22.7,189.0,9.1,91.3,0.087739,0.008774,0.047901,1.215532,0.058225,0.287404,0.349348
2026-06-11 16:30:00,16:30,24.3,24.2,159.0,5.8,91.3,0.073388,0.007339,0.035969,1.170846,0.042114,0.215811,0.252682
2026-06-11 16:40:00,16:40,24.1,24.7,129.0,5.5,91.3,0.059003,0.0059,0.031366,1.16526,0.036549,0.188196,0.219297
2026-06-11 16:50:00,16:50,23.9,26.2,108.0,3.0,91.3,0.048969,0.004897,0.02192,1.129884,0.024767,0.131521,0.148604
2026-06-11 17:00:00,17:00,23.5,27.1,77.0,4.1,91.3,0.034112,0.003411,0.020728,1.138914,0.023608,0.124371,0.141648
2026-06-11 17:10:00,17:10,22.7,28.4,51.0,1.4,91.3,0.021661,0.002166,0.009855,1.102048,0.01086,0.059128,0.065161
2026-06-11 17:20:00,17:20,22.0,27.9,31.0,9.5,91.2,0.01204,0.001204,0.027229,1.198403,0.032631,0.163374,0.195788
2026-06-11 17:30:00,17:30,21.1,29.3,10.0,7.7,91.1,0.00199,0.000199,0.020041,1.171591,0.02348,0.120245,0.140878
2026-06-11 17:40:00,17:40,20.4,30.3,5.0,3.6,91.1,-0.00039,-0.000195,0.009477,1.11969,0.010612,0.056864,0.06367
2026-06-11 17:50:00,17:50,19.8,32.1,1.0,8.1,91.1,-0.002272,-0.001136,0.018742,1.164516,0.021825,0.112449,0.130949
2026-06-11 18:00:00,18:00,19.3,33.0,0.0,3.3,91.1,-0.016415,-0.008208,0.006046,1.104888,0.00668,0.036276,0.040081
2026-06-11 18:10:00,18:10,19.2,32.8,0.0,6.4,91.1,-0.016448,-0.008224,0.013024,1.1418,0.014871,0.078146,0.089228
2026-06-11 18:20:00,18:20,18.9,32.4,0.0,9.1,91.1,-0.016517,-0.008258,0.018456,1.174896,0.021684,0.110735,0.130102
2026-06-11 18:30:00,18:30,19.0,31.9,0.0,4.9,91.1,-0.01658,-0.00829,0.009842,1.128115,0.011102,0.059049,0.066615
2026-06-11 18:40:00,18:40,19.4,30.8,0.0,3.6,91.2,-0.016716,-0.008358,0.007035,1.117595,0.007862,0.042207,0.04717
2026-06-11 18:50:00,18:50,19.5,31.3,0.0,3.9,91.2,-0.016641,-0.00832,0.007719,1.118992,0.008637,0.046314,0.051825
2026-06-11 19:00:00,19:00,19.1,32.1,0.0,3.0,91.2,-0.016548,-0.008274,0.00539,1.105167,0.005957,0.032342,0.035744
2026-06-11 19:10:00,19:10,18.8,32.7,0.0,5.1,91.2,-0.016481,-0.008241,0.010116,1.127091,0.011402,0.060697,0.068411
2026-06-11 19:20:00,19:20,18.5,33.2,0.0,7.9,91.1,-0.016429,-0.008215,0.015721,1.15758,0.018198,0.094326,0.10919
2026-06-11 19:30:00,19:30,17.5,35.7,0.0,9.4,91.1,-0.016163,-0.008082,0.017344,1.164562,0.020198,0.104061,0.121186
2026-06-11 19:40:00,19:40,16.8,37.7,0.0,5.2,91.1,-0.015965,-0.007982,0.008976,1.107308,0.009939,0.053855,0.059634
2026-06-11 19:50:00,19:50,16.3,41.4,0.0,3.6,91.2,-0.015587,-0.007794,0.005315,1.073188,0.005704,0.031889,0.034223
2026-06-11 20:00:00,20:00,15.8,43.2,0.0,4.0,91.2,-0.015433,-0.007717,0.005762,1.070302,0.006167,0.034574,0.037005
2026-06-11 20:10:00,20:10,15.8,42.7,0.0,1.9,91.2,-0.015484,-0.007742,0.001854,1.047959,0.001943,0.011127,0.01166
2026-06-11 20:20:00,20:20,16.0,41.2,0.0,3.1,91.2,-0.015627,-0.007813,0.004332,1.068208,0.004628,0.025995,0.027768
2026-06-11 20:30:00,20:30,17.0,38.4,0.0,2.9,91.3,-0.015874,-0.007937,0.004316,1.07761,0.004651,0.025898,0.027907
2026-06-11 20:40:00,20:40,18.0,36.1,0.0,5.9,91.3,-0.016088,-0.008044,0.010976,1.122157,0.012317,0.065856,0.073901
2026-06-11 20:50:00,20:50,18.5,35.8,0.0,5.8,91.4,-0.016095,-0.008048,0.010991,1.12225,0.012334,0.065943,0.074005
2026-06-11 21:00:00,21:00,18.6,36.1,0.0,4.5,91.4,-0.016051,-0.008025,0.008255,1.105865,0.009129,0.04953,0.054773
2026-06-11 21:10:00,21:10,18.6,36.6,0.0,5.5,91.4,-0.015988,-0.007994,0.010262,1.115407,0.011446,0.061571,0.068676
2026-06-11 21:20:00,21:20,18.5,37.0,0.0,8.6,91.4,-0.015945,-0.007972,0.016088,1.149806,0.018498,0.096527,0.110987
2026-06-11 21:30:00,21:30,18.2,38.2,0.0,6.7,91.4,-0.015819,-0.00791,0.012177,1.122669,0.01367,0.073059,0.082021
2026-06-11 21:40:00,21:40,18.0,38.9,0.0,7.3,91.4,-0.01575,-0.007875,0.013057,1.126719,0.014711,0.07834,0.088267
2026-06-11 21:50:00,21:50,18.0,39.5,0.0,10.3,91.4,-0.015679,-0.00784,0.018008,1.159116,0.020873,0.108048,0.125241
2026-06-11 22:00:00,22:00,17.9,39.8,0.0,7.3,91.4,-0.015652,-0.007826,0.012813,1.122948,0.014388,0.076876,0.086328
2026-06-11 22:10:00,22:10,17.7,40.5,0.0,10.1,91.4,-0.015587,-0.007793,0.017223,1.152599,0.019851,0.103336,0.119105
2026-06-11 22:20:00,22:20,16.6,44.2,0.0,5.1,91.4,-0.015271,-0.007635,0.007726,1.078914,0.008336,0.046357,0.050015
2026-06-11 22:30:00,22:30,16.0,46.0,0.0,4.8,91.3,-0.015137,-0.007568,0.006807,1.067882,0.007269,0.040842,0.043614
2026-06-11 22:40:00,22:40,16.3,44.7,0.0,5.2,91.4,-0.015243,-0.007622,0.007748,1.077983,0.008353,0.04649,0.050116
2026-06-11 22:50:00,22:50,16.2,44.9,0.0,5.2,91.4,-0.015231,-0.007615,0.007693,1.077145,0.008287,0.04616,0.049721
2026-06-11 23:00:00,23:00,16.0,45.5,0.0,5.9,91.4,-0.015187,-0.007593,0.008688,1.082777,0.009408,0.052131,0.056446
2026-06-11 23:10:00,23:10,14.7,49.4,0.0,5.8,91.3,-0.014921,-0.00746,0.007519,1.065275,0.00801,0.045112,0.048057
2026-06-11 23:20:00,23:20,13.0,56.6,0.0,12.6,91.3,-0.014459,-0.00723,0.012815,1.114244,0.014279,0.076891,0.085675
2026-06-11 23:30:00,23:30,12.7,57.7,0.0,5.7,91.4,-0.0144,-0.0072,0.005586,1.02934,0.00575,0.033518,0.034501
2026-06-11 23:40:00,23:40,12.3,59.4,0.0,4.6,91.4,-0.014308,-0.007154,0.004031,1.009417,0.004069,0.024189,0.024417
2026-06-11 23:50:00,23:50,12.1,60.5,0.0,2.5,91.4,-0.014245,-0.007123,0.001454,0.980372,0.001426,0.008725,0.008554
2026-06-12 00:00:00,00:00,12.0,60.6,0.0,1.5,91.4,-0.014247,-0.007123,0.000212,0.968316,0.000205,0.001271,0.001231
2026-06-12 00:10:00,00:10,11.6,62.4,0.0,2.3,91.4,-0.014155,-0.007077,0.001065,0.970084,0.001033,0.006389,0.006198
2026-06-12 00:20:00,00:20,11.4,63.5,0.0,2.1,91.4,-0.014096,-0.007048,0.000763,0.963149,0.000735,0.004581,0.004412
2026-06-12 00:30:00,00:30,11.0,65.4,0.0,4.2,91.4,-0.014005,-0.007002,0.002723,0.979627,0.002668,0.016339,0.016007
2026-06-12 00:40:00,00:40,10.8,66.0,0.0,3.1,91.4,-0.013983,-0.006992,0.001594,0.964312,0.001538,0.009567,0.009225
2026-06-12 00:50:00,00:50,10.9,65.3,0.0,0.6,91.5,-0.01402,-0.00701,0.0,0.938152,0.0,0.0,0.0
2026-06-12 01:00:00,01:00,11.0,64.3,0.0,2.7,91.5,-0.014078,-0.007039,0.001342,0.966779,0.001297,0.00805,0.007782
2026-06-12 01:10:00,01:10,11.2,63.8,0.0,1.9,91.5,-0.014094,-0.007047,0.000519,0.959565,0.000498,0.003116,0.00299
2026-06-12 01:20:00,01:20,10.9,65.0,0.0,3.2,91.5,-0.01404,-0.00702,0.001789,0.969665,0.001735,0.010735,0.010409
2026-06-12 01:30:00,01:30,10.8,65.2,0.0,1.7,91.4,-0.014036,-0.007018,0.000221,0.951372,0.00021,0.001324,0.001259
2026-06-12 01:40:00,01:40,11.6,62.6,0.0,3.6,91.5,-0.014141,-0.00707,0.002487,0.984375,0.002448,0.014921,0.014688
2026-06-12 01:50:00,01:50,11.5,62.2,0.0,6.4,91.5,-0.014177,-0.007089,0.005332,1.018634,0.005432,0.031994,0.03259
2026-06-12 02:00:00,02:00,10.6,64.3,0.0,4.9,91.4,-0.014111,-0.007056,0.003466,0.992381,0.003439,0.020793,0.020635
2026-06-12 02:10:00,02:10,10.5,64.2,0.0,4.4,91.4,-0.014126,-0.007063,0.002998,0.986981,0.002959,0.017988,0.017754
2026-06-12 02:20:00,02:20,10.8,62.5,0.0,2.5,91.4,-0.014214,-0.007107,0.001241,0.971993,0.001206,0.007447,0.007239
2026-06-12 02:30:00,02:30,9.8,67.5,0.0,3.3,91.5,-0.013973,-0.006987,0.001586,0.960356,0.001523,0.009516,0.009139
2026-06-12 02:40:00,02:40,9.8,67.4,0.0,3.5,91.5,-0.013979,-0.00699,0.001773,0.963102,0.001707,0.010636,0.010243
2026-06-12 02:50:00,02:50,9.0,72.6,0.0,4.1,91.4,-0.013738,-0.006869,0.001668,0.9483,0.001582,0.010007,0.009489
2026-06-12 03:00:00,03:00,8.9,72.5,0.0,4.1,91.5,-0.013752,-0.006876,0.001674,0.948719,0.001588,0.010042,0.009527
2026-06-12 03:10:00,03:10,8.5,75.4,0.0,2.8,91.4,-0.013624,-0.006812,0.000497,0.921442,0.000458,0.002982,0.002748
2026-06-12 03:20:00,03:20,8.7,74.3,0.0,2.8,91.5,-0.013668,-0.006834,0.000585,0.92605,0.000542,0.003512,0.003252
2026-06-12 03:30:00,03:30,9.1,72.9,0.0,2.0,91.5,-0.013712,-0.006856,8.9e-05,0.922605,8.2e-05,0.000531,0.00049
2026-06-12 03:40:00,03:40,9.6,71.9,0.0,3.3,91.6,-0.013726,-0.006863,0.001189,0.941923,0.00112,0.007134,0.00672
2026-06-12 03:50:00,03:50,10.0,70.2,0.0,5.5,91.6,-0.013791,-0.006896,0.003081,0.974646,0.003003,0.018485,0.018016
2026-06-12 04:00:00,04:00,10.0,70.0,0.0,3.7,91.6,-0.013803,-0.006902,0.001709,0.954537,0.001631,0.010255,0.009789
2026-06-12 04:10:00,04:10,9.9,71.4,0.0,2.4,91.6,-0.013728,-0.006864,0.000521,0.933544,0.000486,0.003127,0.002919
2026-06-12 04:20:00,04:20,10.0,71.7,0.0,3.2,91.7,-0.0137,-0.00685,0.001153,0.941597,0.001085,0.006916,0.006512
2026-06-12 04:30:00,04:30,10.2,70.2,0.0,2.8,91.7,-0.013773,-0.006886,0.000956,0.943226,0.000902,0.005735,0.00541
2026-06-12 04:40:00,04:40,10.2,70.2,0.0,2.9,91.7,-0.013773,-0.006886,0.001041,0.94439,0.000983,0.006246,0.005899
2026-06-12 04:50:00,04:50,10.3,69.5,0.0,2.2,91.6,-0.013806,-0.006903,0.000478,0.939176,0.000449,0.00287,0.002695
2026-06-12 05:00:00,05:00,10.1,69.8,0.0,4.7,91.6,-0.013806,-0.006903,0.002538,0.967012,0.002454,0.015227,0.014724
2026-06-12 05:10:00,05:10,9.6,72.5,0.0,3.5,91.7,-0.01369,-0.006845,0.001289,0.941737,0.001214,0.007732,0.007282
2026-06-12 05:20:00,05:20,10.1,70.0,0.0,7.2,91.6,-0.013794,-0.006897,0.00434,0.995267,0.004319,0.02604,0.025917
2026-06-12 05:30:00,05:30,10.2,70.0,1.0,8.6,91.7,-0.001817,-0.000909,0.006432,1.011559,0.006506,0.03859,0.039036
2026-06-12 05:40:00,05:40,10.1,70.0,2.0,6.5,91.7,-0.001339,-0.00067,0.00509,0.987121,0.005024,0.03054,0.030146
2026-06-12 05:50:00,05:50,9.9,71.7,4.0,1.3,91.7,-0.000365,-0.000182,0.001077,0.919487,0.00099,0.006462,0.005942
2026-06-12 06:00:00,06:00,10.1,70.7,11.0,4.3,91.7,0.002988,0.000299,0.004125,0.958587,0.003954,0.02475,0.023725
2026-06-12 06:10:00,06:10,9.8,71.2,44.0,3.4,91.7,0.018828,0.001883,0.006407,0.946019,0.006061,0.03844,0.036365
2026-06-12 06:20:00,06:20,10.5,70.1,68.0,5.1,91.7,0.028886,0.002889,0.009684,0.97041,0.009397,0.058102,0.056382
2026-06-12 06:30:00,06:30,10.7,71.4,81.0,0.9,91.8,0.03461,0.003461,0.008055,0.916089,0.007379,0.048328,0.044272
2026-06-12 06:40:00,06:40,11.3,70.2,106.0,3.7,91.8,0.043558,0.004356,0.011905,0.953699,0.011354,0.071431,0.068124
2026-06-12 06:50:00,06:50,12.2,68.0,134.0,5.2,91.8,0.053977,0.005398,0.015481,0.980372,0.015177,0.092888,0.091065
2026-06-12 07:00:00,07:00,13.1,65.6,161.0,8.2,91.8,0.064628,0.006463,0.020171,1.025337,0.020682,0.121024,0.12409
2026-06-12 07:10:00,07:10,14.0,62.7,189.0,5.3,91.8,0.07591,0.007591,0.021693,1.003739,0.021774,0.13016,0.130647
2026-06-12 07:20:00,07:20,14.9,58.5,215.0,4.0,91.8,0.086673,0.008667,0.024107,1.006206,0.024257,0.144642,0.14554
2026-06-12 07:30:00,07:30,16.2,52.7,236.0,4.2,91.8,0.095747,0.009575,0.027874,1.032831,0.028789,0.167242,0.172732
2026-06-12 07:40:00,07:40,16.9,48.8,265.0,0.6,91.8,0.107648,0.010765,0.027159,1.007276,0.027357,0.162954,0.16414
2026-06-12 07:50:00,07:50,17.2,48.7,292.0,2.4,91.8,0.11942,0.011942,0.03239,1.028642,0.033318,0.194342,0.199908
2026-06-12 08:00:00,08:00,17.5,49.2,319.0,2.5,91.9,0.131394,0.013139,0.035468,1.027711,0.036451,0.212806,0.218704
2026-06-12 08:10:00,08:10,17.4,50.5,350.0,2.4,91.9,0.144978,0.014498,0.038358,1.021101,0.039167,0.230147,0.235003
2026-06-12 08:20:00,08:20,18.3,49.4,376.0,2.0,91.9,0.156631,0.015663,0.041519,1.021055,0.042393,0.249113,0.254358
2026-06-12 08:30:00,08:30,19.7,45.6,419.0,1.9,92.0,0.174279,0.017428,0.047144,1.03581,0.048832,0.282862,0.292992
2026-06-12 08:40:00,08:40,20.0,45.2,481.0,12.3,92.0,0.199691,0.019969,0.063447,1.158511,0.073505,0.380685,0.441027
2026-06-12 08:50:00,08:50,20.0,45.7,548.0,11.2,92.0,0.227478,0.022748,0.068261,1.143616,0.078064,0.409566,0.468386
2026-06-12 09:00:00,09:00,20.3,45.4,631.0,9.8,92.0,0.261632,0.026163,0.075267,1.128581,0.084945,0.451603,0.509671
2026-06-12 09:10:00,09:10,20.3,45.6,249.0,17.5,92.0,0.114463,0.011446,0.051064,1.217348,0.062163,0.306387,0.372979
2026-06-12 09:20:00,09:20,19.6,46.1,197.0,4.5,92.0,0.092103,0.00921,0.030614,1.063972,0.032572,0.183683,0.195433
2026-06-12 09:30:00,09:30,20.2,45.2,618.0,9.1,92.0,0.261947,0.026195,0.074781,1.121272,0.08385,0.448685,0.503099
2026-06-12 09:40:00,09:40,21.1,43.6,596.0,14.4,92.0,0.254493,0.025449,0.078945,1.189652,0.093916,0.473667,0.563499
2026-06-12 09:50:00,09:50,21.3,42.4,593.0,16.7,92.0,0.254316,0.025432,0.081432,1.221444,0.099464,0.488591,0.596786
2026-06-12 10:00:00,10:00,21.3,41.3,608.0,21.3,92.0,0.261199,0.02612,0.086261,1.279582,0.110377,0.517563,0.662265
2026-06-12 10:10:00,10:10,21.6,39.9,629.0,15.9,92.0,0.270418,0.027042,0.086091,1.222608,0.105256,0.516546,0.631534
2026-06-12 10:20:00,10:20,21.6,40.8,645.0,15.8,92.0,0.278137,0.027814,0.087138,1.217673,0.106106,0.522829,0.636636
2026-06-12 10:30:00,10:30,21.9,41.6,663.0,13.0,92.0,0.286669,0.028667,0.087289,1.181738,0.103152,0.523731,0.618914
2026-06-12 10:40:00,10:40,22.1,40.1,678.0,6.6,92.0,0.293234,0.029323,0.084677,1.113545,0.094292,0.508062,0.56575
2026-06-12 10:50:00,10:50,22.8,39.7,688.0,9.6,92.1,0.298164,0.029816,0.089751,1.150132,0.103226,0.538509,0.619356
2026-06-12 11:00:00,11:00,23.2,36.2,711.0,16.0,92.0,0.307224,0.030722,0.099403,1.239272,0.123187,0.596418,0.739124
2026-06-12 11:10:00,11:10,23.2,38.0,592.0,6.7,92.0,0.259817,0.025982,0.079012,1.123507,0.088771,0.474073,0.532624
