تاریخ و زمان,نوع سنسور,مقدار,واحد
2026-02-13 06:20:13,فشار هوا,91.9,kPa
2026-02-13 06:10:11,فشار هوا,91.9,kPa
2026-02-13 06:10:11,رطوبت,72.9,%
2026-02-13 06:10:11,دما,9.1,°C
2026-02-13 06:10:11,سرعت باد,4,km/h
2026-02-13 06:10:11,باران,241.6,mm
2026-02-13 06:10:11,جهت باد,253.9,degree
2026-02-13 06:10:11,تابش خورشیدی,1,W/m2
2026-02-13 06:00:11,دما,8.9,°C
2026-02-13 06:00:11,باران,241.6,mm
2026-02-13 06:00:11,جهت باد,235,degree
2026-02-13 06:00:11,رطوبت,75.3,%
2026-02-13 06:00:11,تابش خورشیدی,0,W/m2
2026-02-13 06:00:11,سرعت باد,9.6,km/h
2026-02-13 06:00:11,فشار هوا,91.9,kPa
2026-02-13 05:50:10,رطوبت,78,%
2026-02-13 05:50:10,دما,8.3,°C
2026-02-13 05:50:10,تابش خورشیدی,0,W/m2
2026-02-13 05:50:10,جهت باد,225.1,degree
2026-02-13 05:50:10,باران,241.6,mm
2026-02-13 05:50:10,سرعت باد,6.7,km/h
2026-02-13 05:50:10,فشار هوا,91.8,kPa
2026-02-13 05:40:09,تابش خورشیدی,0,W/m2
2026-02-13 05:40:09,جهت باد,236.3,degree
2026-02-13 05:40:09,فشار هوا,91.8,kPa
2026-02-13 05:40:09,سرعت باد,2.3,km/h
2026-02-13 05:40:09,رطوبت,80.4,%
2026-02-13 05:40:09,باران,241.6,mm
2026-02-13 05:40:09,دما,8,°C
2026-02-13 05:30:07,دما,7.8,°C
2026-02-13 05:30:07,باران,241.6,mm
2026-02-13 05:30:07,تابش خورشیدی,0,W/m2
2026-02-13 05:30:07,جهت باد,192.3,degree
2026-02-13 05:30:07,رطوبت,80.4,%
2026-02-13 05:30:07,سرعت باد,2.2,km/h
2026-02-13 05:30:07,فشار هوا,91.8,kPa
2026-02-13 05:20:12,دما,7.6,°C
2026-02-13 05:20:12,باران,241.6,mm
2026-02-13 05:20:12,سرعت باد,8.3,km/h
2026-02-13 05:20:12,فشار هوا,91.8,kPa
2026-02-13 05:20:12,رطوبت,81,%
2026-02-13 05:20:12,جهت باد,184,degree
2026-02-13 05:20:12,تابش خورشیدی,0,W/m2
2026-02-13 05:10:06,فشار هوا,91.8,kPa
2026-02-13 05:10:06,رطوبت,81.4,%
2026-02-13 05:10:06,دما,7.7,°C
2026-02-13 05:10:06,جهت باد,165.4,degree
2026-02-13 05:10:06,باران,241.6,mm
2026-02-13 05:10:06,تابش خورشیدی,0,W/m2
2026-02-13 05:10:06,سرعت باد,5.3,km/h
2026-02-13 05:00:05,رطوبت,80.9,%
2026-02-13 05:00:05,فشار هوا,91.8,kPa
2026-02-13 05:00:05,باران,241.6,mm
2026-02-13 05:00:05,تابش خورشیدی,0,W/m2
2026-02-13 05:00:05,جهت باد,157.5,degree
2026-02-13 05:00:05,دما,7.5,°C
2026-02-13 05:00:05,سرعت باد,1.7,km/h
2026-02-13 04:50:04,فشار هوا,91.8,kPa
2026-02-13 04:50:04,سرعت باد,1.9,km/h
2026-02-13 04:50:04,جهت باد,39.6,degree
2026-02-13 04:50:04,باران,241.6,mm
2026-02-13 04:50:04,رطوبت,80.1,%
2026-02-13 04:50:04,دما,7.9,°C
2026-02-13 04:50:04,تابش خورشیدی,0,W/m2
2026-02-13 04:40:03,فشار هوا,91.8,kPa
2026-02-13 04:40:03,تابش خورشیدی,0,W/m2
2026-02-13 04:40:03,سرعت باد,4.5,km/h
2026-02-13 04:40:03,رطوبت,80.8,%
2026-02-13 04:40:03,باران,241.6,mm
2026-02-13 04:40:03,جهت باد,201.6,degree
2026-02-13 04:40:03,دما,7.9,°C
2026-02-13 04:30:02,جهت باد,220.7,degree
2026-02-13 04:30:02,دما,7.9,°C
2026-02-13 04:30:02,تابش خورشیدی,0,W/m2
2026-02-13 04:30:02,رطوبت,79.1,%
2026-02-13 04:30:02,سرعت باد,3.7,km/h
2026-02-13 04:30:02,باران,241.6,mm
2026-02-13 04:30:02,فشار هوا,91.8,kPa
2026-02-13 04:20:01,تابش خورشیدی,0,W/m2
2026-02-13 04:20:01,فشار هوا,91.8,kPa
2026-02-13 04:20:01,جهت باد,21.5,degree
2026-02-13 04:20:01,باران,241.6,mm
2026-02-13 04:20:01,رطوبت,75.1,%
2026-02-13 04:20:01,دما,8.8,°C
2026-02-13 04:20:01,سرعت باد,6.4,km/h
2026-02-13 04:10:00,رطوبت,74.5,%
2026-02-13 04:10:00,تابش خورشیدی,0,W/m2
2026-02-13 04:10:00,جهت باد,252.5,degree
2026-02-13 04:10:00,فشار هوا,91.8,kPa
2026-02-13 04:10:00,سرعت باد,4.1,km/h
2026-02-13 04:10:00,دما,9.8,°C
2026-02-13 04:10:00,باران,241.6,mm
2026-02-13 03:59:58,جهت باد,265.1,degree
2026-02-13 03:59:58,فشار هوا,91.9,kPa
2026-02-13 03:59:58,سرعت باد,3.2,km/h
2026-02-13 03:59:58,باران,241.6,mm
2026-02-13 03:59:58,تابش خورشیدی,0,W/m2
2026-02-13 03:59:58,رطوبت,76.1,%
2026-02-13 03:59:58,دما,9.4,°C
2026-02-13 03:49:58,رطوبت,76.1,%
2026-02-13 03:49:58,دما,9.1,°C
2026-02-13 03:49:58,فشار هوا,91.8,kPa
2026-02-13 03:49:58,تابش خورشیدی,0,W/m2
2026-02-13 03:49:58,باران,241.6,mm
2026-02-13 03:49:58,سرعت باد,3.5,km/h
2026-02-13 03:49:58,جهت باد,90.1,degree
2026-02-13 03:39:58,تابش خورشیدی,0,W/m2
2026-02-13 03:39:58,جهت باد,262.2,degree
2026-02-13 03:39:58,باران,241.6,mm
2026-02-13 03:39:58,رطوبت,75.8,%
2026-02-13 03:39:58,سرعت باد,2.4,km/h
2026-02-13 03:39:58,دما,9.5,°C
2026-02-13 03:39:58,فشار هوا,91.8,kPa
2026-02-13 03:29:56,جهت باد,220.8,degree
2026-02-13 03:29:56,تابش خورشیدی,0,W/m2
2026-02-13 03:29:56,دما,9.7,°C
2026-02-13 03:29:56,باران,241.6,mm
2026-02-13 03:29:56,فشار هوا,91.8,kPa
2026-02-13 03:29:56,رطوبت,74.7,%
2026-02-13 03:29:56,سرعت باد,5.3,km/h
2026-02-13 03:19:55,سرعت باد,2.1,km/h
2026-02-13 03:19:55,جهت باد,8.7,degree
2026-02-13 03:19:55,باران,241.6,mm
2026-02-13 03:19:55,تابش خورشیدی,0,W/m2
2026-02-13 03:19:55,فشار هوا,91.8,kPa
2026-02-13 03:19:55,رطوبت,76.8,%
2026-02-13 03:19:55,دما,9.5,°C
2026-02-13 03:09:54,فشار هوا,91.9,kPa
2026-02-13 03:09:54,باران,241.6,mm
2026-02-13 03:09:54,تابش خورشیدی,0,W/m2
2026-02-13 03:09:54,دما,8.8,°C
2026-02-13 03:09:54,رطوبت,81.6,%
2026-02-13 03:09:54,جهت باد,313.2,degree
2026-02-13 03:09:54,سرعت باد,9.3,km/h
2026-02-13 02:59:53,جهت باد,297.9,degree
2026-02-13 02:59:53,رطوبت,83.3,%
2026-02-13 02:59:53,تابش خورشیدی,0,W/m2
2026-02-13 02:59:53,سرعت باد,7.5,km/h
2026-02-13 02:59:53,باران,241.6,mm
2026-02-13 02:59:53,فشار هوا,91.9,kPa
2026-02-13 02:59:53,دما,8,°C
2026-02-13 02:49:52,تابش خورشیدی,0,W/m2
2026-02-13 02:49:52,فشار هوا,91.9,kPa
2026-02-13 02:49:52,جهت باد,332.6,degree
2026-02-13 02:49:52,رطوبت,83.3,%
2026-02-13 02:49:52,سرعت باد,4.1,km/h
2026-02-13 02:49:52,باران,241.6,mm
2026-02-13 02:49:52,دما,7.7,°C
2026-02-13 02:39:51,سرعت باد,0,km/h
2026-02-13 02:39:51,فشار هوا,91.8,kPa
2026-02-13 02:39:51,رطوبت,83.4,%
2026-02-13 02:39:51,جهت باد,33.1,degree
2026-02-13 02:39:51,باران,241.6,mm
2026-02-13 02:39:51,دما,7.8,°C
2026-02-13 02:39:51,تابش خورشیدی,0,W/m2
2026-02-13 02:29:50,دما,7.9,°C
2026-02-13 02:29:50,سرعت باد,3,km/h
2026-02-13 02:29:50,فشار هوا,91.8,kPa
2026-02-13 02:29:50,رطوبت,82.7,%
2026-02-13 02:29:50,تابش خورشیدی,0,W/m2
2026-02-13 02:29:50,باران,241.6,mm
2026-02-13 02:29:50,جهت باد,22.4,degree
2026-02-13 02:19:49,فشار هوا,91.8,kPa
2026-02-13 02:19:49,جهت باد,299.2,degree
2026-02-13 02:19:49,رطوبت,82.5,%
2026-02-13 02:19:49,تابش خورشیدی,0,W/m2
2026-02-13 02:19:49,سرعت باد,2.5,km/h
2026-02-13 02:19:49,دما,7.9,°C
2026-02-13 02:19:49,باران,241.6,mm
2026-02-13 02:09:48,رطوبت,82.9,%
2026-02-13 02:09:48,فشار هوا,91.8,kPa
2026-02-13 02:09:48,جهت باد,290.1,degree
2026-02-13 02:09:48,باران,241.6,mm
2026-02-13 02:09:48,سرعت باد,0.6,km/h
2026-02-13 02:09:48,تابش خورشیدی,0,W/m2
2026-02-13 02:09:48,دما,8,°C
2026-02-13 01:59:47,باران,241.6,mm
2026-02-13 01:59:47,جهت باد,281.6,degree
2026-02-13 01:59:47,رطوبت,82.8,%
2026-02-13 01:59:47,تابش خورشیدی,0,W/m2
2026-02-13 01:59:47,دما,8.1,°C
2026-02-13 01:59:47,سرعت باد,0.5,km/h
2026-02-13 01:59:47,فشار هوا,91.8,kPa
2026-02-13 01:49:46,رطوبت,82.9,%
2026-02-13 01:49:46,فشار هوا,91.8,kPa
2026-02-13 01:49:46,تابش خورشیدی,0,W/m2
2026-02-13 01:49:46,دما,8.2,°C
2026-02-13 01:49:46,سرعت باد,0.6,km/h
2026-02-13 01:49:46,باران,241.6,mm
2026-02-13 01:49:46,جهت باد,305.5,degree
2026-02-13 01:39:49,باران,241.6,mm
2026-02-13 01:39:49,جهت باد,266.5,degree
2026-02-13 01:39:49,فشار هوا,91.8,kPa
2026-02-13 01:39:49,رطوبت,82.8,%
2026-02-13 01:39:49,تابش خورشیدی,0,W/m2
2026-02-13 01:39:49,سرعت باد,1.5,km/h
2026-02-13 01:39:49,دما,8,°C
2026-02-13 01:29:44,سرعت باد,1.3,km/h
2026-02-13 01:29:44,رطوبت,82.7,%
2026-02-13 01:29:44,دما,8.3,°C
2026-02-13 01:29:44,تابش خورشیدی,0,W/m2
2026-02-13 01:29:44,فشار هوا,91.9,kPa
2026-02-13 01:29:44,باران,241.6,mm
2026-02-13 01:29:44,جهت باد,318.3,degree
2026-02-13 01:19:47,دما,8.2,°C
2026-02-13 01:19:47,جهت باد,160.7,degree
2026-02-13 01:19:47,تابش خورشیدی,0,W/m2
2026-02-13 01:19:47,رطوبت,81.9,%
2026-02-13 01:19:47,فشار هوا,91.8,kPa
2026-02-13 01:19:47,باران,241.6,mm
2026-02-13 01:19:47,سرعت باد,1.9,km/h
2026-02-13 01:09:42,دما,8.2,°C
2026-02-13 01:09:42,جهت باد,148,degree
2026-02-13 01:09:42,رطوبت,81.5,%
2026-02-13 01:09:42,تابش خورشیدی,0,W/m2
2026-02-13 01:09:42,فشار هوا,91.9,kPa
2026-02-13 01:09:42,باران,241.6,mm
2026-02-13 01:09:42,سرعت باد,3.1,km/h
2026-02-13 00:59:41,سرعت باد,3.7,km/h
2026-02-13 00:59:41,تابش خورشیدی,0,W/m2
2026-02-13 00:59:41,رطوبت,80.8,%
2026-02-13 00:59:41,باران,241.6,mm
2026-02-13 00:59:41,دما,8.3,°C
2026-02-13 00:59:41,فشار هوا,91.9,kPa
2026-02-13 00:59:41,جهت باد,162.9,degree
2026-02-13 00:49:44,فشار هوا,91.9,kPa
2026-02-13 00:49:44,جهت باد,98.4,degree
2026-02-13 00:49:44,باران,241.6,mm
2026-02-13 00:49:44,تابش خورشیدی,0,W/m2
2026-02-13 00:49:44,دما,8.4,°C
2026-02-13 00:49:44,سرعت باد,3.1,km/h
2026-02-13 00:49:44,رطوبت,80.2,%
2026-02-13 00:39:39,باران,241.6,mm
2026-02-13 00:39:39,رطوبت,78.8,%
2026-02-13 00:39:39,فشار هوا,91.8,kPa
2026-02-13 00:39:39,دما,8.6,°C
2026-02-13 00:39:39,سرعت باد,1,km/h
2026-02-13 00:39:39,جهت باد,127.5,degree
2026-02-13 00:39:39,تابش خورشیدی,0,W/m2
2026-02-13 00:29:38,فشار هوا,91.8,kPa
2026-02-13 00:29:38,باران,241.6,mm
2026-02-13 00:29:38,رطوبت,77.5,%
2026-02-13 00:29:38,دما,8.9,°C
2026-02-13 00:29:38,سرعت باد,4.5,km/h
2026-02-13 00:29:38,تابش خورشیدی,0,W/m2
2026-02-13 00:29:38,جهت باد,138.1,degree
2026-02-13 00:19:37,دما,9.2,°C
2026-02-13 00:19:37,فشار هوا,91.7,kPa
2026-02-13 00:19:37,رطوبت,76.6,%
2026-02-13 00:19:37,سرعت باد,6.7,km/h
2026-02-13 00:19:37,تابش خورشیدی,0,W/m2
2026-02-13 00:19:37,باران,241.6,mm
2026-02-13 00:19:37,جهت باد,113.1,degree
2026-02-13 00:09:37,جهت باد,91,degree
2026-02-13 00:09:37,دما,9.4,°C
2026-02-13 00:09:37,باران,241.6,mm
2026-02-13 00:09:37,سرعت باد,8.5,km/h
2026-02-13 00:09:37,رطوبت,74.9,%
2026-02-13 00:09:37,تابش خورشیدی,0,W/m2
2026-02-13 00:09:37,فشار هوا,91.7,kPa
2026-02-12 23:59:39,سرعت باد,10.6,km/h
2026-02-12 23:59:39,باران,241.6,mm
2026-02-12 23:59:39,رطوبت,72.8,%
2026-02-12 23:59:39,فشار هوا,91.7,kPa
2026-02-12 23:59:39,تابش خورشیدی,0,W/m2
2026-02-12 23:59:39,جهت باد,95,degree
2026-02-12 23:59:39,دما,9.8,°C
2026-02-12 23:49:35,سرعت باد,6.9,km/h
2026-02-12 23:49:35,باران,241.6,mm
2026-02-12 23:49:35,تابش خورشیدی,0,W/m2
2026-02-12 23:49:35,جهت باد,94.1,degree
2026-02-12 23:49:35,رطوبت,70.3,%
2026-02-12 23:49:35,فشار هوا,91.8,kPa
2026-02-12 23:49:35,دما,10.3,°C
2026-02-12 23:39:33,باران,241.6,mm
2026-02-12 23:39:33,سرعت باد,10.5,km/h
2026-02-12 23:39:33,فشار هوا,91.9,kPa
2026-02-12 23:39:33,دما,11.1,°C
2026-02-12 23:39:33,جهت باد,102.5,degree
2026-02-12 23:39:33,تابش خورشیدی,0,W/m2
2026-02-12 23:39:33,رطوبت,65.1,%
2026-02-12 23:29:32,دما,11.8,°C
2026-02-12 23:29:32,جهت باد,95.9,degree
2026-02-12 23:29:32,رطوبت,59.3,%
2026-02-12 23:29:32,سرعت باد,6.1,km/h
2026-02-12 23:29:32,تابش خورشیدی,0,W/m2
2026-02-12 23:29:32,باران,241.6,mm
2026-02-12 23:29:32,فشار هوا,91.9,kPa
2026-02-12 23:20:01,تابش خورشیدی,0,W/m2
2026-02-12 23:20:01,رطوبت,57.4,%
2026-02-12 23:20:01,دما,12,°C
2026-02-12 23:20:01,جهت باد,102,degree
2026-02-12 23:20:01,فشار هوا,91.9,kPa
2026-02-12 23:20:01,باران,241.6,mm
2026-02-12 23:20:01,سرعت باد,3.7,km/h
2026-02-12 23:19:59,سرعت باد,3.7,km/h
2026-02-12 23:19:59,جهت باد,102,degree
2026-02-12 23:19:59,فشار هوا,91.9,kPa
2026-02-12 23:19:59,تابش خورشیدی,0,W/m2
2026-02-12 23:19:59,رطوبت,57.4,%
2026-02-12 23:19:59,دما,12,°C
2026-02-12 23:19:59,باران,241.6,mm
2026-02-12 23:09:34,باران,241.6,mm
2026-02-12 23:09:34,تابش خورشیدی,0,W/m2
2026-02-12 23:09:34,جهت باد,65.3,degree
2026-02-12 23:09:34,رطوبت,56.5,%
2026-02-12 23:09:34,سرعت باد,5.3,km/h
2026-02-12 23:09:34,دما,12.2,°C
2026-02-12 23:09:34,فشار هوا,91.9,kPa
2026-02-12 22:59:29,دما,13.1,°C
2026-02-12 22:59:29,رطوبت,52.8,%
2026-02-12 22:59:29,جهت باد,205.6,degree
2026-02-12 22:59:29,فشار هوا,91.9,kPa
2026-02-12 22:59:29,تابش خورشیدی,0,W/m2
2026-02-12 22:59:29,سرعت باد,6.3,km/h
2026-02-12 22:59:29,باران,241.6,mm
2026-02-12 22:49:32,رطوبت,51.2,%
2026-02-12 22:49:32,فشار هوا,91.9,kPa
2026-02-12 22:49:32,تابش خورشیدی,0,W/m2
2026-02-12 22:49:32,باران,241.6,mm
2026-02-12 22:49:32,دما,13.6,°C
2026-02-12 22:49:32,جهت باد,175.9,degree
2026-02-12 22:49:32,سرعت باد,2.7,km/h
2026-02-12 22:39:42,تابش خورشیدی,0,W/m2
2026-02-12 22:39:42,سرعت باد,7,km/h
2026-02-12 22:39:42,رطوبت,55,%
2026-02-12 22:39:42,باران,241.6,mm
2026-02-12 22:39:42,جهت باد,88.4,degree
2026-02-12 22:39:42,دما,12.7,°C
2026-02-12 22:39:42,فشار هوا,91.9,kPa
2026-02-12 22:29:26,رطوبت,54,%
2026-02-12 22:29:26,دما,13,°C
2026-02-12 22:29:26,باران,241.6,mm
2026-02-12 22:29:26,جهت باد,126.9,degree
2026-02-12 22:29:26,سرعت باد,2.6,km/h
2026-02-12 22:29:26,فشار هوا,91.9,kPa
2026-02-12 22:29:26,تابش خورشیدی,0,W/m2
2026-02-12 22:19:25,جهت باد,333.8,degree
2026-02-12 22:19:25,فشار هوا,91.9,kPa
2026-02-12 22:19:25,باران,241.6,mm
2026-02-12 22:19:25,دما,13,°C
2026-02-12 22:19:25,رطوبت,53.9,%
2026-02-12 22:19:25,تابش خورشیدی,0,W/m2
2026-02-12 22:19:25,سرعت باد,5,km/h
2026-02-12 22:09:24,دما,13.6,°C
2026-02-12 22:09:24,فشار هوا,91.9,kPa
2026-02-12 22:09:24,تابش خورشیدی,0,W/m2
2026-02-12 22:09:24,باران,241.6,mm
2026-02-12 22:09:24,رطوبت,51.5,%
2026-02-12 22:09:24,سرعت باد,13.8,km/h
2026-02-12 22:09:24,جهت باد,219.3,degree
2026-02-12 21:59:23,سرعت باد,14.4,km/h
2026-02-12 21:59:23,دما,13.9,°C
2026-02-12 21:59:23,فشار هوا,91.9,kPa
2026-02-12 21:59:23,باران,241.6,mm
2026-02-12 21:59:23,جهت باد,222.7,degree
2026-02-12 21:59:23,رطوبت,50.4,%
2026-02-12 21:59:23,تابش خورشیدی,0,W/m2
2026-02-12 21:49:22,رطوبت,50.3,%
2026-02-12 21:49:22,تابش خورشیدی,0,W/m2
2026-02-12 21:49:22,باران,241.6,mm
2026-02-12 21:49:22,سرعت باد,17.9,km/h
2026-02-12 21:49:22,دما,13.9,°C
2026-02-12 21:49:22,فشار هوا,91.9,kPa
2026-02-12 21:49:22,جهت باد,226.4,degree
2026-02-12 21:39:21,رطوبت,48.7,%
2026-02-12 21:39:21,تابش خورشیدی,0,W/m2
2026-02-12 21:39:21,سرعت باد,16.9,km/h
2026-02-12 21:39:21,جهت باد,225.5,degree
2026-02-12 21:39:21,فشار هوا,91.9,kPa
2026-02-12 21:39:21,دما,14.4,°C
2026-02-12 21:39:21,باران,241.6,mm
2026-02-12 21:29:20,جهت باد,228.8,degree
2026-02-12 21:29:20,سرعت باد,20.8,km/h
2026-02-12 21:29:20,تابش خورشیدی,0,W/m2
2026-02-12 21:29:20,دما,14.4,°C
2026-02-12 21:29:20,باران,241.6,mm
2026-02-12 21:29:20,فشار هوا,91.9,kPa
2026-02-12 21:29:20,رطوبت,48.7,%
2026-02-12 21:19:19,باران,241.6,mm
2026-02-12 21:19:19,تابش خورشیدی,0,W/m2
2026-02-12 21:19:19,دما,14.1,°C
2026-02-12 21:19:19,فشار هوا,91.9,kPa
2026-02-12 21:19:19,رطوبت,50.7,%
2026-02-12 21:19:19,سرعت باد,13.8,km/h
2026-02-12 21:19:19,جهت باد,221.9,degree
2026-02-12 21:09:22,سرعت باد,15.4,km/h
2026-02-12 21:09:22,دما,14.4,°C
2026-02-12 21:09:22,باران,241.6,mm
2026-02-12 21:09:22,جهت باد,223.4,degree
2026-02-12 21:09:22,رطوبت,48.8,%
2026-02-12 21:09:22,فشار هوا,91.9,kPa
2026-02-12 21:09:22,تابش خورشیدی,0,W/m2
2026-02-12 20:59:17,فشار هوا,91.9,kPa
2026-02-12 20:59:17,سرعت باد,16.8,km/h
2026-02-12 20:59:17,رطوبت,51.1,%
2026-02-12 20:59:17,تابش خورشیدی,0,W/m2
2026-02-12 20:59:17,جهت باد,223.4,degree
2026-02-12 20:59:17,باران,241.6,mm
2026-02-12 20:59:17,دما,14,°C
2026-02-12 20:49:16,جهت باد,213.4,degree
2026-02-12 20:49:16,رطوبت,51.2,%
2026-02-12 20:49:16,سرعت باد,18.7,km/h
2026-02-12 20:49:16,باران,241.6,mm
2026-02-12 20:49:16,تابش خورشیدی,0,W/m2
2026-02-12 20:49:16,فشار هوا,91.9,kPa
2026-02-12 20:49:16,دما,14,°C
2026-02-12 20:39:15,باران,241.6,mm
2026-02-12 20:39:15,سرعت باد,18.1,km/h
2026-02-12 20:39:15,رطوبت,47.4,%
2026-02-12 20:39:15,تابش خورشیدی,0,W/m2
2026-02-12 20:39:15,فشار هوا,91.9,kPa
2026-02-12 20:39:15,جهت باد,211.4,degree
2026-02-12 20:39:15,دما,14.9,°C
2026-02-12 20:29:15,باران,241.6,mm
2026-02-12 20:29:15,جهت باد,229.9,degree
2026-02-12 20:29:15,تابش خورشیدی,0,W/m2
2026-02-12 20:29:15,رطوبت,49.7,%
2026-02-12 20:29:15,دما,14.4,°C
2026-02-12 20:29:15,سرعت باد,19.7,km/h
2026-02-12 20:29:15,فشار هوا,91.9,kPa
2026-02-12 20:19:25,رطوبت,48,%
2026-02-12 20:19:25,فشار هوا,91.8,kPa
2026-02-12 20:19:25,تابش خورشیدی,0,W/m2
2026-02-12 20:19:25,باران,241.6,mm
2026-02-12 20:19:25,سرعت باد,16.7,km/h
2026-02-12 20:19:25,دما,14.8,°C
2026-02-12 20:19:25,جهت باد,214.6,degree
2026-02-12 20:09:12,جهت باد,217.7,degree
2026-02-12 20:09:12,دما,14.7,°C
2026-02-12 20:09:12,باران,241.6,mm
2026-02-12 20:09:12,رطوبت,48.4,%
2026-02-12 20:09:12,فشار هوا,91.8,kPa
2026-02-12 20:09:12,سرعت باد,14.9,km/h
2026-02-12 20:09:12,تابش خورشیدی,0,W/m2
2026-02-12 19:59:11,دما,14.9,°C
2026-02-12 19:59:11,جهت باد,220.1,degree
2026-02-12 19:59:11,سرعت باد,15,km/h
2026-02-12 19:59:11,فشار هوا,91.8,kPa
2026-02-12 19:59:11,باران,241.6,mm
2026-02-12 19:59:11,تابش خورشیدی,0,W/m2
2026-02-12 19:59:11,رطوبت,47.4,%
2026-02-12 19:49:10,رطوبت,45,%
2026-02-12 19:49:10,جهت باد,216.8,degree
2026-02-12 19:49:10,فشار هوا,91.8,kPa
2026-02-12 19:49:10,دما,15.6,°C
2026-02-12 19:49:10,تابش خورشیدی,0,W/m2
2026-02-12 19:49:10,سرعت باد,14.7,km/h
2026-02-12 19:49:10,باران,241.6,mm
2026-02-12 19:39:10,فشار هوا,91.8,kPa
2026-02-12 19:39:10,رطوبت,44,%
2026-02-12 19:39:10,جهت باد,224,degree
2026-02-12 19:39:10,باران,241.6,mm
2026-02-12 19:39:10,دما,15.9,°C
2026-02-12 19:39:10,تابش خورشیدی,0,W/m2
2026-02-12 19:39:10,سرعت باد,14.3,km/h
2026-02-12 19:19:08,تابش خورشیدی,0,W/m2
2026-02-12 19:19:08,سرعت باد,15.2,km/h
2026-02-12 19:19:08,رطوبت,39.4,%
2026-02-12 19:19:08,فشار هوا,91.8,kPa
2026-02-12 19:19:08,دما,17.2,°C
2026-02-12 19:19:08,جهت باد,221.6,degree
2026-02-12 19:19:08,باران,241.6,mm
2026-02-12 19:09:17,سرعت باد,10.7,km/h
2026-02-12 19:09:17,جهت باد,215.9,degree
2026-02-12 19:09:17,رطوبت,36.8,%
2026-02-12 19:09:17,باران,241.6,mm
2026-02-12 19:09:17,فشار هوا,91.8,kPa
2026-02-12 19:09:17,تابش خورشیدی,0,W/m2
2026-02-12 19:09:17,دما,17.9,°C
2026-02-12 18:59:09,سرعت باد,13.8,km/h
2026-02-12 18:59:09,جهت باد,231.8,degree
2026-02-12 18:59:09,دما,19.3,°C
2026-02-12 18:59:09,باران,241.6,mm
2026-02-12 18:59:09,رطوبت,33.4,%
2026-02-12 18:59:09,فشار هوا,91.8,kPa
2026-02-12 18:59:09,تابش خورشیدی,0,W/m2
2026-02-12 18:49:04,جهت باد,235.8,degree
2026-02-12 18:49:04,دما,19.8,°C
2026-02-12 18:49:04,سرعت باد,12.2,km/h
2026-02-12 18:49:04,رطوبت,31.4,%
2026-02-12 18:49:04,فشار هوا,91.8,kPa
2026-02-12 18:49:04,باران,241.6,mm
2026-02-12 18:49:04,تابش خورشیدی,0,W/m2
2026-02-12 18:39:03,فشار هوا,91.8,kPa
2026-02-12 18:39:03,جهت باد,232.4,degree
2026-02-12 18:39:03,رطوبت,32.4,%
2026-02-12 18:39:03,باران,241.6,mm
2026-02-12 18:39:03,دما,19,°C
2026-02-12 18:39:03,سرعت باد,15.8,km/h
2026-02-12 18:39:03,تابش خورشیدی,0,W/m2
2026-02-12 18:29:03,رطوبت,32.5,%
2026-02-12 18:29:03,فشار هوا,91.8,kPa
2026-02-12 18:29:03,تابش خورشیدی,0,W/m2
2026-02-12 18:29:03,باران,241.6,mm
2026-02-12 18:29:03,جهت باد,243.8,degree
2026-02-12 18:29:03,سرعت باد,12.3,km/h
2026-02-12 18:29:03,دما,19.3,°C
2026-02-12 18:19:02,جهت باد,233.3,degree
2026-02-12 18:19:02,تابش خورشیدی,0,W/m2
2026-02-12 18:19:02,باران,241.6,mm
2026-02-12 18:19:02,دما,19.5,°C
2026-02-12 18:19:02,سرعت باد,13.1,km/h
2026-02-12 18:19:02,فشار هوا,91.8,kPa
2026-02-12 18:19:02,رطوبت,32,%
2026-02-12 18:09:04,فشار هوا,91.8,kPa
2026-02-12 18:09:04,جهت باد,222.9,degree
2026-02-12 18:09:04,تابش خورشیدی,0,W/m2
2026-02-12 18:09:04,سرعت باد,13.6,km/h
2026-02-12 18:09:04,رطوبت,31.4,%
2026-02-12 18:09:04,دما,19.6,°C
2026-02-12 18:09:04,باران,241.6,mm
2026-02-12 17:58:59,رطوبت,33.2,%
2026-02-12 17:58:59,دما,19.1,°C
2026-02-12 17:58:59,فشار هوا,91.7,kPa
2026-02-12 17:58:59,تابش خورشیدی,0,W/m2
2026-02-12 17:58:59,باران,241.6,mm
2026-02-12 17:58:59,جهت باد,227.5,degree
2026-02-12 17:58:59,سرعت باد,12.4,km/h
2026-02-12 17:48:58,رطوبت,30.6,%
2026-02-12 17:48:58,سرعت باد,5.7,km/h
2026-02-12 17:48:58,دما,19.8,°C
2026-02-12 17:48:58,باران,241.6,mm
2026-02-12 17:48:58,جهت باد,277,degree
2026-02-12 17:48:58,تابش خورشیدی,0,W/m2
2026-02-12 17:48:58,فشار هوا,91.7,kPa
2026-02-12 17:38:57,فشار هوا,91.7,kPa
2026-02-12 17:38:57,جهت باد,179.6,degree
2026-02-12 17:38:57,رطوبت,28.8,%
2026-02-12 17:38:57,سرعت باد,10.1,km/h
2026-02-12 17:38:57,باران,241.6,mm
2026-02-12 17:38:57,دما,20.5,°C
2026-02-12 17:38:57,تابش خورشیدی,0,W/m2
2026-02-12 17:28:57,سرعت باد,0.6,km/h
2026-02-12 17:28:57,باران,241.6,mm
2026-02-12 17:28:57,فشار هوا,91.7,kPa
2026-02-12 17:28:57,رطوبت,27.7,%
