تاریخ و زمان,نوع سنسور,مقدار,واحد
2026-01-14 09:58:41,سرعت باد,41.4,km/h
2026-01-14 09:58:41,تابش خورشیدی,411,W/m2
2026-01-14 09:58:41,رطوبت,27,%
2026-01-14 09:58:41,باران,120.8,mm
2026-01-14 09:48:45,فشار هوا,92.1,kPa
2026-01-14 09:48:45,باران,116.2,mm
2026-01-14 09:48:45,جهت باد,201,degree
2026-01-14 09:48:45,سرعت باد,46.9,km/h
2026-01-14 09:48:45,رطوبت,27.7,%
2026-01-14 09:48:45,دما,16.4,°C
2026-01-14 09:48:45,تابش خورشیدی,257,W/m2
2026-01-14 09:38:39,دما,16.3,°C
2026-01-14 09:38:39,سرعت باد,39.8,km/h
2026-01-14 09:38:39,فشار هوا,92.2,kPa
2026-01-14 09:38:39,رطوبت,27.8,%
2026-01-14 09:38:39,باران,112.8,mm
2026-01-14 09:38:39,تابش خورشیدی,186,W/m2
2026-01-14 09:38:39,جهت باد,200.2,degree
2026-01-14 09:28:40,دما,16.2,°C
2026-01-14 09:28:40,فشار هوا,92.2,kPa
2026-01-14 09:28:40,سرعت باد,39.9,km/h
2026-01-14 09:28:40,تابش خورشیدی,369,W/m2
2026-01-14 09:28:40,باران,112.8,mm
2026-01-14 09:28:40,رطوبت,28.6,%
2026-01-14 09:28:40,جهت باد,203.1,degree
2026-01-14 09:18:37,باران,112.8,mm
2026-01-14 09:18:37,رطوبت,29.5,%
2026-01-14 09:18:37,جهت باد,201,degree
2026-01-14 09:18:37,فشار هوا,92.2,kPa
2026-01-14 09:18:37,دما,15.5,°C
2026-01-14 09:18:37,سرعت باد,45.2,km/h
2026-01-14 09:18:37,تابش خورشیدی,357,W/m2
2026-01-14 09:08:37,تابش خورشیدی,244,W/m2
2026-01-14 09:08:37,دما,14.3,°C
2026-01-14 09:08:37,رطوبت,32,%
2026-01-14 09:08:37,سرعت باد,34.4,km/h
2026-01-14 09:08:37,فشار هوا,92.1,kPa
2026-01-14 09:08:37,باران,112.8,mm
2026-01-14 09:08:37,جهت باد,201.2,degree
2026-01-14 08:58:35,جهت باد,192.6,degree
2026-01-14 08:58:35,رطوبت,33.1,%
2026-01-14 08:58:35,باران,112.8,mm
2026-01-14 08:58:35,تابش خورشیدی,149,W/m2
2026-01-14 08:58:35,فشار هوا,92.1,kPa
2026-01-14 08:58:35,سرعت باد,35.2,km/h
2026-01-14 08:58:35,دما,13.5,°C
2026-01-14 08:48:34,رطوبت,35.1,%
2026-01-14 08:48:34,دما,12.9,°C
2026-01-14 08:48:34,تابش خورشیدی,87,W/m2
2026-01-14 08:48:34,جهت باد,198.6,degree
2026-01-14 08:48:34,سرعت باد,27.8,km/h
2026-01-14 08:48:34,فشار هوا,92,kPa
2026-01-14 08:48:34,باران,112.8,mm
2026-01-14 08:38:35,رطوبت,35.2,%
2026-01-14 08:38:35,جهت باد,194.4,degree
2026-01-14 08:38:35,تابش خورشیدی,140,W/m2
2026-01-14 08:38:35,دما,12.9,°C
2026-01-14 08:38:35,باران,112.8,mm
2026-01-14 08:38:35,فشار هوا,92,kPa
2026-01-14 08:38:35,سرعت باد,23.4,km/h
2026-01-14 08:28:33,سرعت باد,20.6,km/h
2026-01-14 08:28:33,تابش خورشیدی,87,W/m2
2026-01-14 08:28:33,فشار هوا,92.1,kPa
2026-01-14 08:28:33,جهت باد,193.4,degree
2026-01-14 08:28:33,دما,12.9,°C
2026-01-14 08:28:33,رطوبت,35.7,%
2026-01-14 08:28:33,باران,112.8,mm
2026-01-14 08:18:31,باران,112.8,mm
2026-01-14 08:18:31,جهت باد,171.5,degree
2026-01-14 08:18:31,دما,12.2,°C
2026-01-14 08:18:31,سرعت باد,8.9,km/h
2026-01-14 08:18:31,فشار هوا,92,kPa
2026-01-14 08:18:31,رطوبت,38.3,%
2026-01-14 08:18:31,تابش خورشیدی,165,W/m2
2026-01-14 08:08:30,رطوبت,40.2,%
2026-01-14 08:08:30,دما,11.3,°C
2026-01-14 08:08:30,جهت باد,185.9,degree
2026-01-14 08:08:30,سرعت باد,11.5,km/h
2026-01-14 08:08:30,باران,112.8,mm
2026-01-14 08:08:30,فشار هوا,92,kPa
2026-01-14 08:08:30,تابش خورشیدی,148,W/m2
2026-01-14 07:58:29,فشار هوا,91.9,kPa
2026-01-14 07:58:29,تابش خورشیدی,143,W/m2
2026-01-14 07:58:29,رطوبت,42.5,%
2026-01-14 07:58:29,سرعت باد,17.5,km/h
2026-01-14 07:58:29,دما,10.6,°C
2026-01-14 07:58:29,جهت باد,189.2,degree
2026-01-14 07:58:29,باران,112.8,mm
2026-01-14 07:48:28,باران,112.8,mm
2026-01-14 07:48:28,جهت باد,189.2,degree
2026-01-14 07:48:28,دما,9.5,°C
2026-01-14 07:48:28,سرعت باد,13.4,km/h
2026-01-14 07:48:28,تابش خورشیدی,79,W/m2
2026-01-14 07:48:28,فشار هوا,91.8,kPa
2026-01-14 07:48:28,رطوبت,45.8,%
2026-01-14 07:38:27,تابش خورشیدی,67,W/m2
2026-01-14 07:38:27,باران,112.8,mm
2026-01-14 07:38:27,سرعت باد,13.1,km/h
2026-01-14 07:38:27,فشار هوا,91.5,kPa
2026-01-14 07:38:27,رطوبت,50.2,%
2026-01-14 07:38:27,دما,7.7,°C
2026-01-14 07:38:27,جهت باد,195.4,degree
2026-01-14 07:28:27,فشار هوا,91.7,kPa
2026-01-14 07:28:27,باران,112.8,mm
2026-01-14 07:28:27,جهت باد,185.4,degree
2026-01-14 07:28:27,تابش خورشیدی,24,W/m2
2026-01-14 07:28:27,رطوبت,47.5,%
2026-01-14 07:28:27,سرعت باد,9.6,km/h
2026-01-14 07:28:27,دما,8.4,°C
2026-01-14 07:18:25,فشار هوا,91.7,kPa
2026-01-14 07:18:25,تابش خورشیدی,22,W/m2
2026-01-14 07:18:25,دما,8.3,°C
2026-01-14 07:18:25,رطوبت,47.2,%
2026-01-14 07:18:25,سرعت باد,9,km/h
2026-01-14 07:18:25,باران,112.8,mm
2026-01-14 07:18:25,جهت باد,190.3,degree
2026-01-14 07:08:24,سرعت باد,9.4,km/h
2026-01-14 07:08:24,جهت باد,206.8,degree
2026-01-14 07:08:24,دما,8.3,°C
2026-01-14 07:08:24,تابش خورشیدی,15,W/m2
2026-01-14 07:08:24,فشار هوا,91.7,kPa
2026-01-14 07:08:24,باران,112.8,mm
2026-01-14 07:08:24,رطوبت,47,%
2026-01-14 06:58:23,تابش خورشیدی,6,W/m2
2026-01-14 06:58:23,سرعت باد,8.2,km/h
2026-01-14 06:58:23,جهت باد,218,degree
2026-01-14 06:58:23,دما,7.5,°C
2026-01-14 06:58:23,فشار هوا,91.5,kPa
2026-01-14 06:58:23,باران,112.8,mm
2026-01-14 06:58:23,رطوبت,49.8,%
2026-01-14 06:48:22,فشار هوا,91.6,kPa
2026-01-14 06:48:22,رطوبت,47.8,%
2026-01-14 06:48:22,باران,112.8,mm
2026-01-14 06:48:22,جهت باد,216.8,degree
2026-01-14 06:48:22,دما,8.1,°C
2026-01-14 06:48:22,سرعت باد,8.2,km/h
2026-01-14 06:48:22,تابش خورشیدی,3,W/m2
2026-01-14 06:38:21,رطوبت,47.4,%
2026-01-14 06:38:21,سرعت باد,4.1,km/h
2026-01-14 06:38:21,جهت باد,226.5,degree
2026-01-14 06:38:21,دما,8.3,°C
2026-01-14 06:38:21,تابش خورشیدی,1,W/m2
2026-01-14 06:38:21,باران,112.8,mm
2026-01-14 06:38:21,فشار هوا,91.6,kPa
2026-01-14 06:28:20,دما,8,°C
2026-01-14 06:28:20,فشار هوا,91.6,kPa
2026-01-14 06:28:20,رطوبت,49,%
2026-01-14 06:28:20,تابش خورشیدی,0,W/m2
2026-01-14 06:28:20,جهت باد,206.5,degree
2026-01-14 06:28:20,سرعت باد,5.1,km/h
2026-01-14 06:28:20,باران,112.8,mm
2026-01-14 06:18:19,فشار هوا,91.6,kPa
2026-01-14 06:18:19,باران,112.8,mm
2026-01-14 06:18:19,جهت باد,208.7,degree
2026-01-14 06:18:19,دما,8,°C
2026-01-14 06:18:19,سرعت باد,9.6,km/h
2026-01-14 06:18:19,تابش خورشیدی,0,W/m2
2026-01-14 06:18:19,رطوبت,48.9,%
2026-01-14 06:08:18,دما,8,°C
2026-01-14 06:08:18,جهت باد,209.5,degree
2026-01-14 06:08:18,تابش خورشیدی,0,W/m2
2026-01-14 06:08:18,رطوبت,49.6,%
2026-01-14 06:08:18,فشار هوا,91.5,kPa
2026-01-14 06:08:18,باران,112.8,mm
2026-01-14 06:08:18,سرعت باد,14.3,km/h
2026-01-14 05:58:17,دما,8,°C
2026-01-14 05:58:17,تابش خورشیدی,0,W/m2
2026-01-14 05:58:17,باران,112.8,mm
2026-01-14 05:58:17,سرعت باد,14.9,km/h
2026-01-14 05:58:17,فشار هوا,91.5,kPa
2026-01-14 05:58:17,رطوبت,49.4,%
2026-01-14 05:58:17,جهت باد,205.7,degree
2026-01-14 05:48:16,تابش خورشیدی,0,W/m2
2026-01-14 05:48:16,فشار هوا,91.5,kPa
2026-01-14 05:48:16,جهت باد,199,degree
2026-01-14 05:48:16,رطوبت,49.2,%
2026-01-14 05:48:16,سرعت باد,16.3,km/h
2026-01-14 05:48:16,باران,112.8,mm
2026-01-14 05:48:16,دما,8.2,°C
2026-01-14 05:38:15,باران,112.8,mm
2026-01-14 05:38:15,دما,8.6,°C
2026-01-14 05:38:15,رطوبت,47.9,%
2026-01-14 05:38:15,سرعت باد,14.7,km/h
2026-01-14 05:38:15,جهت باد,195.3,degree
2026-01-14 05:38:15,فشار هوا,91.5,kPa
2026-01-14 05:38:15,تابش خورشیدی,0,W/m2
2026-01-14 05:28:14,تابش خورشیدی,0,W/m2
2026-01-14 05:28:14,رطوبت,46.4,%
2026-01-14 05:28:14,دما,9.1,°C
2026-01-14 05:28:14,باران,112.8,mm
2026-01-14 05:28:14,فشار هوا,91.6,kPa
2026-01-14 05:28:14,جهت باد,194.3,degree
2026-01-14 05:28:14,سرعت باد,15.7,km/h
2026-01-14 05:18:13,باران,112.8,mm
2026-01-14 05:18:13,جهت باد,195,degree
2026-01-14 05:18:13,سرعت باد,23.1,km/h
2026-01-14 05:18:13,تابش خورشیدی,0,W/m2
2026-01-14 05:18:13,فشار هوا,91.6,kPa
2026-01-14 05:18:13,دما,9.5,°C
2026-01-14 05:18:13,رطوبت,45.4,%
2026-01-14 05:08:12,جهت باد,200.3,degree
2026-01-14 05:08:12,باران,112.8,mm
2026-01-14 05:08:12,تابش خورشیدی,0,W/m2
2026-01-14 05:08:12,رطوبت,45.3,%
2026-01-14 05:08:12,دما,9.6,°C
2026-01-14 05:08:12,سرعت باد,25.6,km/h
2026-01-14 05:08:12,فشار هوا,91.6,kPa
2026-01-14 04:58:11,رطوبت,45,%
2026-01-14 04:58:11,فشار هوا,91.6,kPa
2026-01-14 04:58:11,تابش خورشیدی,0,W/m2
2026-01-14 04:58:11,باران,112.8,mm
2026-01-14 04:58:11,سرعت باد,21,km/h
2026-01-14 04:58:11,دما,9.7,°C
2026-01-14 04:58:11,جهت باد,199.7,degree
2026-01-14 04:48:10,جهت باد,207.9,degree
2026-01-14 04:48:10,فشار هوا,91.6,kPa
2026-01-14 04:48:10,دما,10.2,°C
2026-01-14 04:48:10,رطوبت,43.6,%
2026-01-14 04:48:10,تابش خورشیدی,0,W/m2
2026-01-14 04:48:10,باران,112.8,mm
2026-01-14 04:48:10,سرعت باد,23.8,km/h
2026-01-14 04:38:09,باران,112.8,mm
2026-01-14 04:38:09,رطوبت,42.4,%
2026-01-14 04:38:09,فشار هوا,91.7,kPa
2026-01-14 04:38:09,جهت باد,206.3,degree
2026-01-14 04:38:09,دما,10.7,°C
2026-01-14 04:38:09,سرعت باد,24.9,km/h
2026-01-14 04:38:09,تابش خورشیدی,0,W/m2
2026-01-14 04:28:08,تابش خورشیدی,0,W/m2
2026-01-14 04:28:08,جهت باد,202.1,degree
2026-01-14 04:28:08,دما,10.4,°C
2026-01-14 04:28:08,فشار هوا,91.7,kPa
2026-01-14 04:28:08,رطوبت,43.1,%
2026-01-14 04:28:08,باران,112.8,mm
2026-01-14 04:28:08,سرعت باد,25.1,km/h
2026-01-14 04:18:07,دما,10.5,°C
2026-01-14 04:18:07,رطوبت,43,%
2026-01-14 04:18:07,جهت باد,198.2,degree
2026-01-14 04:18:07,سرعت باد,21.9,km/h
2026-01-14 04:18:07,باران,112.8,mm
2026-01-14 04:18:07,تابش خورشیدی,0,W/m2
2026-01-14 04:18:07,فشار هوا,91.7,kPa
2026-01-14 04:08:06,باران,112.8,mm
2026-01-14 04:08:06,فشار هوا,91.6,kPa
2026-01-14 04:08:06,رطوبت,43.9,%
2026-01-14 04:08:06,سرعت باد,22.9,km/h
2026-01-14 04:08:06,جهت باد,206.3,degree
2026-01-14 04:08:06,دما,10.2,°C
2026-01-14 04:08:06,تابش خورشیدی,0,W/m2
2026-01-14 03:58:06,سرعت باد,14.9,km/h
2026-01-14 03:58:06,دما,9.8,°C
2026-01-14 03:58:06,باران,112.8,mm
2026-01-14 03:58:06,جهت باد,213.6,degree
2026-01-14 03:58:06,رطوبت,44.9,%
2026-01-14 03:58:06,فشار هوا,91.6,kPa
2026-01-14 03:58:06,تابش خورشیدی,0,W/m2
2026-01-14 03:48:04,دما,9.8,°C
2026-01-14 03:48:04,جهت باد,212.1,degree
2026-01-14 03:48:04,باران,112.8,mm
2026-01-14 03:48:04,سرعت باد,13.8,km/h
2026-01-14 03:48:04,تابش خورشیدی,0,W/m2
2026-01-14 03:48:04,فشار هوا,91.6,kPa
2026-01-14 03:48:04,رطوبت,45.2,%
2026-01-14 03:38:03,جهت باد,207.1,degree
2026-01-14 03:38:03,سرعت باد,15.8,km/h
2026-01-14 03:38:03,دما,9.5,°C
2026-01-14 03:38:03,رطوبت,45.8,%
2026-01-14 03:38:03,تابش خورشیدی,0,W/m2
2026-01-14 03:38:03,باران,112.8,mm
2026-01-14 03:38:03,فشار هوا,91.6,kPa
2026-01-14 03:28:02,باران,112.8,mm
2026-01-14 03:28:02,فشار هوا,91.6,kPa
2026-01-14 03:28:02,دما,9.4,°C
2026-01-14 03:28:02,سرعت باد,17.2,km/h
2026-01-14 03:28:02,رطوبت,46.3,%
2026-01-14 03:28:02,جهت باد,219.4,degree
2026-01-14 03:28:02,تابش خورشیدی,0,W/m2
2026-01-14 03:18:02,فشار هوا,91.6,kPa
2026-01-14 03:18:02,سرعت باد,17.1,km/h
2026-01-14 03:18:02,باران,112.8,mm
2026-01-14 03:18:02,رطوبت,45.4,%
2026-01-14 03:18:02,جهت باد,214.8,degree
2026-01-14 03:18:02,تابش خورشیدی,0,W/m2
2026-01-14 03:18:02,دما,9.7,°C
2026-01-14 03:08:00,دما,9.6,°C
2026-01-14 03:08:00,فشار هوا,91.6,kPa
2026-01-14 03:08:00,تابش خورشیدی,0,W/m2
2026-01-14 03:08:00,رطوبت,45.3,%
2026-01-14 03:08:00,باران,112.8,mm
2026-01-14 03:08:00,جهت باد,203.5,degree
2026-01-14 03:08:00,سرعت باد,15,km/h
2026-01-14 02:58:00,باران,112.8,mm
2026-01-14 02:58:00,جهت باد,217.9,degree
2026-01-14 02:58:00,رطوبت,43.5,%
2026-01-14 02:58:00,فشار هوا,91.7,kPa
2026-01-14 02:58:00,سرعت باد,13.4,km/h
2026-01-14 02:58:00,دما,10.3,°C
2026-01-14 02:58:00,تابش خورشیدی,0,W/m2
2026-01-14 02:47:59,دما,10.2,°C
2026-01-14 02:47:59,جهت باد,195.6,degree
2026-01-14 02:47:59,باران,112.8,mm
2026-01-14 02:47:59,سرعت باد,17.1,km/h
2026-01-14 02:47:59,تابش خورشیدی,0,W/m2
2026-01-14 02:47:59,فشار هوا,91.7,kPa
2026-01-14 02:47:59,رطوبت,43.7,%
2026-01-14 02:37:57,باران,112.8,mm
2026-01-14 02:37:57,دما,9.8,°C
2026-01-14 02:37:57,سرعت باد,19,km/h
2026-01-14 02:37:57,جهت باد,208.9,degree
2026-01-14 02:37:57,تابش خورشیدی,0,W/m2
2026-01-14 02:37:57,رطوبت,45,%
2026-01-14 02:37:57,فشار هوا,91.6,kPa
2026-01-14 02:27:56,رطوبت,43.9,%
2026-01-14 02:27:56,باران,112.8,mm
2026-01-14 02:27:56,دما,10.2,°C
2026-01-14 02:27:56,جهت باد,207.1,degree
2026-01-14 02:27:56,سرعت باد,21.2,km/h
2026-01-14 02:27:56,فشار هوا,91.7,kPa
2026-01-14 02:27:56,تابش خورشیدی,0,W/m2
2026-01-14 02:17:55,فشار هوا,91.7,kPa
2026-01-14 02:17:55,باران,112.8,mm
2026-01-14 02:17:55,تابش خورشیدی,0,W/m2
2026-01-14 02:17:55,سرعت باد,22.9,km/h
2026-01-14 02:17:55,جهت باد,202.8,degree
2026-01-14 02:17:55,دما,10.3,°C
2026-01-14 02:17:55,رطوبت,43.7,%
2026-01-14 02:07:55,سرعت باد,17.6,km/h
2026-01-14 02:07:55,دما,10,°C
2026-01-14 02:07:55,فشار هوا,91.7,kPa
2026-01-14 02:07:55,تابش خورشیدی,0,W/m2
2026-01-14 02:07:55,جهت باد,201.2,degree
2026-01-14 02:07:55,باران,112.8,mm
2026-01-14 02:07:55,رطوبت,44.5,%
2026-01-14 01:57:53,رطوبت,44.2,%
2026-01-14 01:57:53,جهت باد,207.6,degree
2026-01-14 01:57:53,تابش خورشیدی,0,W/m2
2026-01-14 01:57:53,باران,112.8,mm
2026-01-14 01:57:53,فشار هوا,91.7,kPa
2026-01-14 01:57:53,دما,10.2,°C
2026-01-14 01:57:53,سرعت باد,19,km/h
2026-01-14 01:47:52,جهت باد,197.8,degree
2026-01-14 01:47:52,باران,112.8,mm
2026-01-14 01:47:52,تابش خورشیدی,0,W/m2
2026-01-14 01:47:52,رطوبت,44.9,%
2026-01-14 01:47:52,دما,10,°C
2026-01-14 01:47:52,سرعت باد,20.7,km/h
2026-01-14 01:47:52,فشار هوا,91.7,kPa
2026-01-14 01:37:52,سرعت باد,21.1,km/h
2026-01-14 01:37:52,رطوبت,45,%
2026-01-14 01:37:52,دما,10,°C
2026-01-14 01:37:52,جهت باد,201.1,degree
2026-01-14 01:37:52,تابش خورشیدی,0,W/m2
2026-01-14 01:37:52,فشار هوا,91.7,kPa
2026-01-14 01:37:52,باران,112.8,mm
2026-01-14 01:27:50,باران,112.8,mm
2026-01-14 01:27:50,رطوبت,45,%
2026-01-14 01:27:50,تابش خورشیدی,0,W/m2
2026-01-14 01:27:50,جهت باد,206,degree
2026-01-14 01:27:50,فشار هوا,91.7,kPa
2026-01-14 01:27:50,سرعت باد,20.4,km/h
2026-01-14 01:27:50,دما,10,°C
2026-01-14 01:17:49,فشار هوا,91.7,kPa
2026-01-14 01:17:49,باران,112.8,mm
2026-01-14 01:17:49,دما,10.4,°C
2026-01-14 01:17:49,تابش خورشیدی,0,W/m2
2026-01-14 01:17:49,سرعت باد,21.5,km/h
2026-01-14 01:17:49,جهت باد,206.2,degree
2026-01-14 01:17:49,رطوبت,44.1,%
2026-01-14 01:07:48,فشار هوا,91.7,kPa
2026-01-14 01:07:48,رطوبت,44.2,%
2026-01-14 01:07:48,دما,10.3,°C
2026-01-14 01:07:48,تابش خورشیدی,0,W/m2
2026-01-14 01:07:48,سرعت باد,25.8,km/h
2026-01-14 01:07:48,باران,112.8,mm
2026-01-14 01:07:48,جهت باد,206.3,degree
2026-01-14 00:57:47,رطوبت,43.8,%
2026-01-14 00:57:47,سرعت باد,14.8,km/h
2026-01-14 00:57:47,جهت باد,214.5,degree
2026-01-14 00:57:47,تابش خورشیدی,0,W/m2
2026-01-14 00:57:47,دما,10.4,°C
2026-01-14 00:57:47,فشار هوا,91.7,kPa
2026-01-14 00:57:47,باران,112.8,mm
2026-01-14 00:47:47,جهت باد,211.6,degree
2026-01-14 00:47:47,سرعت باد,17.9,km/h
2026-01-14 00:47:47,دما,10.6,°C
2026-01-14 00:47:47,رطوبت,43.3,%
2026-01-14 00:47:47,فشار هوا,91.7,kPa
2026-01-14 00:47:47,باران,112.8,mm
2026-01-14 00:47:47,تابش خورشیدی,0,W/m2
2026-01-14 00:37:45,باران,112.8,mm
2026-01-14 00:37:45,جهت باد,207.7,degree
2026-01-14 00:37:45,سرعت باد,19.9,km/h
2026-01-14 00:37:45,دما,11.2,°C
2026-01-14 00:37:45,رطوبت,41.8,%
2026-01-14 00:37:45,فشار هوا,91.8,kPa
2026-01-14 00:37:45,تابش خورشیدی,0,W/m2
2026-01-14 00:27:44,جهت باد,208.3,degree
2026-01-14 00:27:44,تابش خورشیدی,0,W/m2
2026-01-14 00:27:44,فشار هوا,91.8,kPa
2026-01-14 00:27:44,باران,112.8,mm
2026-01-14 00:27:44,رطوبت,41.4,%
2026-01-14 00:27:44,دما,11.3,°C
2026-01-14 00:27:44,سرعت باد,19.7,km/h
2026-01-14 00:17:44,باران,112.8,mm
2026-01-14 00:17:44,تابش خورشیدی,0,W/m2
2026-01-14 00:17:44,جهت باد,203.8,degree
2026-01-14 00:17:44,فشار هوا,91.9,kPa
2026-01-14 00:17:44,سرعت باد,15,km/h
2026-01-14 00:17:44,رطوبت,41.2,%
2026-01-14 00:17:44,دما,11.5,°C
2026-01-14 00:07:43,تابش خورشیدی,0,W/m2
2026-01-14 00:07:43,دما,11.5,°C
2026-01-14 00:07:43,سرعت باد,21.5,km/h
2026-01-14 00:07:43,رطوبت,41.4,%
2026-01-14 00:07:43,باران,112.8,mm
2026-01-14 00:07:43,جهت باد,200.6,degree
2026-01-14 00:07:43,فشار هوا,91.9,kPa
2026-01-13 23:57:42,باران,112.8,mm
2026-01-13 23:57:42,دما,10.8,°C
2026-01-13 23:57:42,جهت باد,215.8,degree
2026-01-13 23:57:42,تابش خورشیدی,0,W/m2
2026-01-13 23:57:42,رطوبت,43.8,%
2026-01-13 23:57:42,سرعت باد,2.6,km/h
2026-01-13 23:57:42,فشار هوا,91.8,kPa
2026-01-13 23:47:41,جهت باد,105.9,degree
2026-01-13 23:47:41,باران,112.8,mm
2026-01-13 23:47:41,فشار هوا,91.8,kPa
2026-01-13 23:47:41,دما,10.5,°C
2026-01-13 23:47:41,تابش خورشیدی,0,W/m2
2026-01-13 23:47:41,سرعت باد,1.3,km/h
2026-01-13 23:47:41,رطوبت,45.3,%
2026-01-13 23:37:40,تابش خورشیدی,0,W/m2
2026-01-13 23:37:40,رطوبت,46.9,%
2026-01-13 23:37:40,دما,10.2,°C
2026-01-13 23:37:40,سرعت باد,14,km/h
2026-01-13 23:37:40,باران,112.8,mm
2026-01-13 23:37:40,فشار هوا,91.7,kPa
2026-01-13 23:37:40,جهت باد,192.9,degree
2026-01-13 23:27:37,رطوبت,45.8,%
2026-01-13 23:27:37,دما,10.5,°C
2026-01-13 23:27:37,سرعت باد,12.4,km/h
2026-01-13 23:27:37,تابش خورشیدی,0,W/m2
2026-01-13 23:27:37,باران,112.8,mm
2026-01-13 23:27:37,فشار هوا,91.8,kPa
2026-01-13 23:27:37,جهت باد,208.8,degree
2026-01-13 23:17:36,جهت باد,212.2,degree
2026-01-13 23:17:36,تابش خورشیدی,0,W/m2
2026-01-13 23:17:36,سرعت باد,11.1,km/h
2026-01-13 23:17:36,رطوبت,44.1,%
2026-01-13 23:17:36,باران,112.8,mm
2026-01-13 23:17:36,دما,11,°C
2026-01-13 23:17:36,فشار هوا,91.9,kPa
2026-01-13 23:07:35,جهت باد,220.2,degree
2026-01-13 23:07:35,تابش خورشیدی,0,W/m2
2026-01-13 23:07:35,سرعت باد,11.9,km/h
2026-01-13 23:07:35,فشار هوا,91.8,kPa
2026-01-13 23:07:35,باران,112.8,mm
2026-01-13 23:07:35,رطوبت,45.4,%
2026-01-13 23:07:35,دما,10.6,°C
2026-01-13 22:57:34,رطوبت,44.2,%
2026-01-13 22:57:34,جهت باد,204.1,degree
2026-01-13 22:57:34,تابش خورشیدی,0,W/m2
2026-01-13 22:57:34,فشار هوا,91.8,kPa
2026-01-13 22:57:34,سرعت باد,2.5,km/h
2026-01-13 22:57:34,دما,10.7,°C
2026-01-13 22:57:34,باران,112.8,mm
2026-01-13 22:47:34,جهت باد,226.7,degree
2026-01-13 22:47:34,رطوبت,41.3,%
2026-01-13 22:47:34,سرعت باد,3.2,km/h
2026-01-13 22:47:34,فشار هوا,91.9,kPa
2026-01-13 22:47:34,دما,11.7,°C
2026-01-13 22:47:34,تابش خورشیدی,0,W/m2
2026-01-13 22:47:34,باران,112.8,mm
2026-01-13 22:37:33,دما,11.2,°C
2026-01-13 22:37:33,باران,112.8,mm
2026-01-13 22:37:33,فشار هوا,91.9,kPa
2026-01-13 22:37:33,رطوبت,42,%
2026-01-13 22:37:33,جهت باد,39.8,degree
2026-01-13 22:37:33,سرعت باد,4,km/h
2026-01-13 22:37:33,تابش خورشیدی,0,W/m2
2026-01-13 22:27:31,تابش خورشیدی,0,W/m2
2026-01-13 22:27:31,باران,112.8,mm
2026-01-13 22:27:31,جهت باد,211.6,degree
2026-01-13 22:27:31,رطوبت,41.5,%
2026-01-13 22:27:31,سرعت باد,1.5,km/h
2026-01-13 22:27:31,دما,11.6,°C
2026-01-13 22:27:31,فشار هوا,91.9,kPa
2026-01-13 22:17:30,فشار هوا,92,kPa
2026-01-13 22:17:30,باران,112.8,mm
2026-01-13 22:17:30,رطوبت,40.5,%
2026-01-13 22:17:30,جهت باد,220.7,degree
2026-01-13 22:17:30,دما,11.9,°C
2026-01-13 22:17:30,سرعت باد,2.9,km/h
2026-01-13 22:17:30,تابش خورشیدی,0,W/m2
2026-01-13 22:07:30,باران,112.8,mm
2026-01-13 22:07:30,تابش خورشیدی,0,W/m2
2026-01-13 22:07:30,فشار هوا,92.1,kPa
2026-01-13 22:07:30,جهت باد,147,degree
2026-01-13 22:07:30,دما,12.7,°C
2026-01-13 22:07:30,رطوبت,38.4,%
2026-01-13 22:07:30,سرعت باد,11,km/h
2026-01-13 21:57:28,باران,112.8,mm
2026-01-13 21:57:28,فشار هوا,92.1,kPa
2026-01-13 21:57:28,سرعت باد,5,km/h
2026-01-13 21:57:28,تابش خورشیدی,0,W/m2
2026-01-13 21:57:28,دما,12.5,°C
2026-01-13 21:57:28,جهت باد,218.3,degree
2026-01-13 21:57:28,رطوبت,38.5,%
2026-01-13 21:47:27,جهت باد,212.3,degree
2026-01-13 21:47:27,سرعت باد,12.3,km/h
2026-01-13 21:47:27,رطوبت,39,%
2026-01-13 21:47:27,دما,12.4,°C
2026-01-13 21:47:27,تابش خورشیدی,0,W/m2
2026-01-13 21:47:27,فشار هوا,92.1,kPa
2026-01-13 21:47:27,باران,112.8,mm
2026-01-13 21:37:26,سرعت باد,4,km/h
2026-01-13 21:37:26,تابش خورشیدی,0,W/m2
2026-01-13 21:37:26,جهت باد,299.6,degree
2026-01-13 21:37:26,فشار هوا,92.1,kPa
2026-01-13 21:37:26,دما,12.3,°C
2026-01-13 21:37:26,رطوبت,40.8,%
2026-01-13 21:37:26,باران,112.8,mm
2026-01-13 21:27:26,سرعت باد,5.7,km/h
2026-01-13 21:27:26,تابش خورشیدی,0,W/m2
2026-01-13 21:27:26,رطوبت,39.6,%
2026-01-13 21:27:26,فشار هوا,92.1,kPa
2026-01-13 21:27:26,باران,112.8,mm
2026-01-13 21:27:26,دما,12.4,°C
2026-01-13 21:27:26,جهت باد,213.3,degree
2026-01-13 21:17:24,جهت باد,247.5,degree
2026-01-13 21:17:24,تابش خورشیدی,0,W/m2
2026-01-13 21:17:24,فشار هوا,92.1,kPa
2026-01-13 21:17:24,سرعت باد,3.5,km/h
2026-01-13 21:17:24,دما,11.7,°C
2026-01-13 21:17:24,رطوبت,41.9,%
2026-01-13 21:17:24,باران,112.8,mm
2026-01-13 21:07:24,فشار هوا,92,kPa
